#TYPE Selected.System.String
"Id","CreationTime","Message"
"4648","2021-05-25 11:14:18","A logon was attempted using explicit credentials.

Subject:
	Security ID:		S-1-5-18
	Account Name:		WIN-A8A8FVKGJHJ$
	Account Domain:		ABCDEF
	Logon ID:		0x3E7
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Account Whose Credentials Were Used:
	Account Name:		admin
	Account Domain:		ABCDEF
	Logon GUID:		{37109AF8-0D96-57C7-7E82-DB10A72CA19F}

Target Server:
	Target Server Name:	localhost
	Additional Information:	localhost

Process Information:
	Process ID:		0x268
	Process Name:		C:\Windows\System32\lsass.exe

Network Information:
	Network Address:	-
	Port:			-

This event is generated when a process attempts to log on an account by explicitly specifying that account?s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command."
"4648","2021-05-25 11:14:17","A logon was attempted using explicit credentials.

Subject:
	Security ID:		S-1-5-18
	Account Name:		WIN-A8A8FVKGJHJ$
	Account Domain:		ABCDEF
	Logon ID:		0x3E7
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Account Whose Credentials Were Used:
	Account Name:		admin
	Account Domain:		ABCDEF
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Target Server:
	Target Server Name:	localhost
	Additional Information:	localhost

Process Information:
	Process ID:		0x3d8
	Process Name:		C:\Windows\System32\svchost.exe

Network Information:
	Network Address:	127.0.0.1
	Port:			0

This event is generated when a process attempts to log on an account by explicitly specifying that account?s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command."
"4648","2021-05-25 11:14:05","A logon was attempted using explicit credentials.

Subject:
	Security ID:		S-1-5-18
	Account Name:		WIN-A8A8FVKGJHJ$
	Account Domain:		ABCDEF
	Logon ID:		0x3E7
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Account Whose Credentials Were Used:
	Account Name:		WIN-A8A8FVKGJHJ$
	Account Domain:		ABCDEF.COM
	Logon GUID:		{43D0378A-E964-C980-0CB4-F09E4B5011EA}

Target Server:
	Target Server Name:	win-a8a8fvkgjhj$
	Additional Information:	win-a8a8fvkgjhj$

Process Information:
	Process ID:		0xf64
	Process Name:		C:\Windows\System32\taskhostw.exe

Network Information:
	Network Address:	-
	Port:			-

This event is generated when a process attempts to log on an account by explicitly specifying that account?s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command."
"4648","2021-05-25 11:14:05","A logon was attempted using explicit credentials.

Subject:
	Security ID:		S-1-5-18
	Account Name:		WIN-A8A8FVKGJHJ$
	Account Domain:		ABCDEF
	Logon ID:		0x3E7
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Account Whose Credentials Were Used:
	Account Name:		WIN-A8A8FVKGJHJ$
	Account Domain:		ABCDEF.COM
	Logon GUID:		{43D0378A-E964-C980-0CB4-F09E4B5011EA}

Target Server:
	Target Server Name:	win-a8a8fvkgjhj$
	Additional Information:	win-a8a8fvkgjhj$

Process Information:
	Process ID:		0xf64
	Process Name:		C:\Windows\System32\taskhostw.exe

Network Information:
	Network Address:	-
	Port:			-

This event is generated when a process attempts to log on an account by explicitly specifying that account?s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command."
"4648","2021-05-21 15:55:50","A logon was attempted using explicit credentials.

Subject:
	Security ID:		S-1-5-18
	Account Name:		WIN-A8A8FVKGJHJ$
	Account Domain:		ABCDEF
	Logon ID:		0x3E7
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Account Whose Credentials Were Used:
	Account Name:		WIN-A8A8FVKGJHJ$
	Account Domain:		ABCDEF.COM
	Logon GUID:		{8BBC0E7E-7FFC-20D1-0731-160F2B3F74A4}

Target Server:
	Target Server Name:	win-a8a8fvkgjhj$
	Additional Information:	win-a8a8fvkgjhj$

Process Information:
	Process ID:		0x122c
	Process Name:		C:\Windows\System32\taskhostw.exe

Network Information:
	Network Address:	-
	Port:			-

This event is generated when a process attempts to log on an account by explicitly specifying that account?s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command."
"4648","2021-05-21 15:55:50","A logon was attempted using explicit credentials.

Subject:
	Security ID:		S-1-5-18
	Account Name:		WIN-A8A8FVKGJHJ$
	Account Domain:		ABCDEF
	Logon ID:		0x3E7
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Account Whose Credentials Were Used:
	Account Name:		WIN-A8A8FVKGJHJ$
	Account Domain:		ABCDEF.COM
	Logon GUID:		{8BBC0E7E-7FFC-20D1-0731-160F2B3F74A4}

Target Server:
	Target Server Name:	win-a8a8fvkgjhj$
	Additional Information:	win-a8a8fvkgjhj$

Process Information:
	Process ID:		0x122c
	Process Name:		C:\Windows\System32\taskhostw.exe

Network Information:
	Network Address:	-
	Port:			-

This event is generated when a process attempts to log on an account by explicitly specifying that account?s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command."
"4648","2021-05-21 09:06:47","A logon was attempted using explicit credentials.

Subject:
	Security ID:		S-1-5-18
	Account Name:		WIN-A8A8FVKGJHJ$
	Account Domain:		ABCDEF
	Logon ID:		0x3E7
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Account Whose Credentials Were Used:
	Account Name:		WIN-A8A8FVKGJHJ$
	Account Domain:		ABCDEF.COM
	Logon GUID:		{CED31EF2-1BFC-E558-9FC2-04C0E8835D0D}

Target Server:
	Target Server Name:	win-a8a8fvkgjhj$
	Additional Information:	win-a8a8fvkgjhj$

Process Information:
	Process ID:		0xedc
	Process Name:		C:\Windows\System32\taskhostw.exe

Network Information:
	Network Address:	-
	Port:			-

This event is generated when a process attempts to log on an account by explicitly specifying that account?s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command."
"4648","2021-05-21 09:06:47","A logon was attempted using explicit credentials.

Subject:
	Security ID:		S-1-5-18
	Account Name:		WIN-A8A8FVKGJHJ$
	Account Domain:		ABCDEF
	Logon ID:		0x3E7
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Account Whose Credentials Were Used:
	Account Name:		WIN-A8A8FVKGJHJ$
	Account Domain:		ABCDEF.COM
	Logon GUID:		{CED31EF2-1BFC-E558-9FC2-04C0E8835D0D}

Target Server:
	Target Server Name:	win-a8a8fvkgjhj$
	Additional Information:	win-a8a8fvkgjhj$

Process Information:
	Process ID:		0xedc
	Process Name:		C:\Windows\System32\taskhostw.exe

Network Information:
	Network Address:	-
	Port:			-

This event is generated when a process attempts to log on an account by explicitly specifying that account?s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command."
"4648","2021-05-20 17:12:43","A logon was attempted using explicit credentials.

Subject:
	Security ID:		S-1-5-18
	Account Name:		WIN-A8A8FVKGJHJ$
	Account Domain:		ABCDEF
	Logon ID:		0x3E7
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Account Whose Credentials Were Used:
	Account Name:		admin
	Account Domain:		ABCDEF
	Logon GUID:		{21FC882D-A73C-73F7-92D9-7C1F509C1A0C}

Target Server:
	Target Server Name:	localhost
	Additional Information:	localhost

Process Information:
	Process ID:		0x268
	Process Name:		C:\Windows\System32\lsass.exe

Network Information:
	Network Address:	-
	Port:			-

This event is generated when a process attempts to log on an account by explicitly specifying that account?s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command."
"4648","2021-05-20 17:12:43","A logon was attempted using explicit credentials.

Subject:
	Security ID:		S-1-5-18
	Account Name:		WIN-A8A8FVKGJHJ$
	Account Domain:		ABCDEF
	Logon ID:		0x3E7
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Account Whose Credentials Were Used:
	Account Name:		admin
	Account Domain:		ABCDEF
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Target Server:
	Target Server Name:	localhost
	Additional Information:	localhost

Process Information:
	Process ID:		0x3d8
	Process Name:		C:\Windows\System32\svchost.exe

Network Information:
	Network Address:	127.0.0.1
	Port:			0

This event is generated when a process attempts to log on an account by explicitly specifying that account?s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command."
